"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bedrooms","price","number_of_reviews"
"13909",31039750,"De Baarsjes - Oud-West",52.36498,4.86587,"Entire apartment","Entire home/apt",1,70,2
"13910",31048214,"Noord-West",52.40645,4.9106,"Entire house","Entire home/apt",2,150,4
"13911",31050856,"Westerpark",52.38217,4.87637,"Entire apartment","Entire home/apt",3,255,5
"13912",31051752,"Westerpark",52.38431,4.87016,"Entire apartment","Entire home/apt",2,99,8
"13913",31055806,"Osdorp",52.36056,4.79048,"Entire apartment","Entire home/apt",1,128,13
"13914",31056589,"De Pijp - Rivierenbuurt",52.35368,4.88728,"Entire apartment","Entire home/apt",2,295,12
"13915",31064558,"Centrum-West",52.3773,4.89272,"Private room in apartment","Private room",1,66,99
"13916",31065666,"Zuid",52.34787,4.84694,"Entire apartment","Entire home/apt",1,95,1
"13917",31066102,"De Pijp - Rivierenbuurt",52.35333,4.90281,"Entire apartment","Entire home/apt",1,116,5
"13918",31067062,"Bos en Lommer",52.37667,4.85726,"Entire apartment","Entire home/apt",1,194,3
"13919",31068322,"Watergraafsmeer",52.35091,4.938,"Entire house","Entire home/apt",3,239,5
"13920",31069223,"De Baarsjes - Oud-West",52.36799,4.86889,"Entire apartment","Entire home/apt",1,150,2
"13921",31070242,"De Pijp - Rivierenbuurt",52.35018,4.89056,"Entire apartment","Entire home/apt",1,100,4
"13922",31071029,"Centrum-Oost",52.36754,4.92417,"Entire apartment","Entire home/apt",1,120,1
"13924",31072472,"Westerpark",52.39002,4.88975,"Entire apartment","Entire home/apt",1,250,2
"13926",31073828,"Gaasperdam - Driemond",52.30885,4.98108,"Entire apartment","Entire home/apt",1,140,7
"13927",31076890,"Westerpark",52.38933,4.87854,"Entire apartment","Entire home/apt",1,224,18
"13928",31080446,"Zuid",52.35098,4.85345,"Entire apartment","Entire home/apt",1,85,3
"13929",31083459,"Noord-Oost",52.3942,4.93725,"Entire apartment","Entire home/apt",1,72,8
"13931",31095269,"Bos en Lommer",52.38052,4.8533,"Private room in apartment","Private room",1,55,10
"13932",31095874,"Oud-Oost",52.35674,4.92058,"Entire apartment","Entire home/apt",2,103,13
"13933",31098628,"De Pijp - Rivierenbuurt",52.352,4.89713,"Private room in apartment","Private room",1,165,8
"13934",31100723,"De Pijp - Rivierenbuurt",52.35796,4.8975,"Entire apartment","Entire home/apt",2,200,11
"13935",31110035,"Oud-Noord",52.38325,4.9136,"Private room in apartment","Private room",1,95,6
"13936",31111696,"Noord-West",52.4148,4.89788,"Entire apartment","Entire home/apt",3,60,0
"13937",31112735,"Bos en Lommer",52.38201,4.85763,"Entire apartment","Entire home/apt",2,110,4
"13941",31136157,"Bos en Lommer",52.3801,4.84685,"Entire apartment","Entire home/apt",1,102,9
"13942",31136615,"Centrum-West",52.38015,4.89153,"Private room in apartment","Private room",1,29,101
"13943",31138342,"De Baarsjes - Oud-West",52.3622,4.85716,"Entire apartment","Entire home/apt",1,99,4
"13944",31139025,"De Pijp - Rivierenbuurt",52.35225,4.89805,"Entire apartment","Entire home/apt",1,225,8
"13945",31139590,"Centrum-West",52.3817,4.89178,"Private room in apartment","Private room",1,20,85
"13946",31141491,"Bos en Lommer",52.37683,4.85422,"Entire apartment","Entire home/apt",1,110,1
"13947",31147335,"Westerpark",52.37331,4.87091,"Entire apartment","Entire home/apt",1,150,3
"13948",31147396,"Oud-Oost",52.36078,4.92645,"Entire apartment","Entire home/apt",1,102,6
"13949",31148061,"Zuid",52.34815,4.84955,"Entire apartment","Entire home/apt",1,160,3
"13950",31148092,"De Pijp - Rivierenbuurt",52.3582,4.90431,"Entire apartment","Entire home/apt",2,299,6
"13952",31164355,"De Baarsjes - Oud-West",52.35837,4.85893,"Entire house","Entire home/apt",4,250,0
"13953",31171781,"De Pijp - Rivierenbuurt",52.3419,4.9042,"Entire apartment","Entire home/apt",1,90,0
"13954",31173327,"Westerpark",52.38016,4.87129,"Private room in apartment","Private room",1,75,2
"13955",31182317,"De Baarsjes - Oud-West",52.37026,4.85393,"Entire apartment","Entire home/apt",1,150,7
"13956",31183453,"De Pijp - Rivierenbuurt",52.35262,4.89872,"Entire apartment","Entire home/apt",2,375,8
"13957",31185844,"Centrum-West",52.36696,4.88204,"Entire apartment","Entire home/apt",1,95,11
"13959",31188897,"Bos en Lommer",52.37731,4.83937,"Private room in apartment","Private room",1,45,15
"13960",31189055,"Bos en Lommer",52.37618,4.86113,"Entire house","Entire home/apt",2,100,11
"13961",31189386,"Slotervaart",52.36528,4.8405,"Entire apartment","Entire home/apt",2,125,9
"13963",31198608,"IJburg - Zeeburgereiland",52.35192,5.00729,"Private room in apartment","Private room",1,43,1
"13964",31201742,"Bos en Lommer",52.37461,4.83918,"Entire house","Entire home/apt",2,239,0
"13965",31215469,"Centrum-Oost",52.36455,4.87993,"Entire apartment","Entire home/apt",2,169,26
"13967",31217491,"Westerpark",52.38173,4.87006,"Entire apartment","Entire home/apt",2,150,2
"13969",31217985,"Noord-West",52.41021,4.92413,"Entire apartment","Entire home/apt",1,68,5
"13970",31218921,"Slotervaart",52.36831,4.84167,"Private room in apartment","Private room",1,86,3
"13974",31230368,"De Pijp - Rivierenbuurt",52.35573,4.9014,"Entire apartment","Entire home/apt",1,134,19
"13975",31234848,"De Pijp - Rivierenbuurt",52.34474,4.90212,"Entire apartment","Entire home/apt",1,95,34
"13976",31235185,"Oud-Oost",52.35591,4.91724,"Entire apartment","Entire home/apt",1,135,9
"13977",31239028,"Slotervaart",52.36885,4.83467,"Private room in apartment","Private room",1,60,10
"13978",31258689,"Oud-Noord",52.39445,4.92605,"Entire house","Entire home/apt",2,220,5
"13979",31272122,"Centrum-West",52.37947,4.89299,"Entire apartment","Entire home/apt",1,300,5
"13980",31274925,"Centrum-West",52.3817,4.88158,"Entire apartment","Entire home/apt",2,370,14
"13981",31275392,"Centrum-Oost",52.36483,4.91781,"Entire apartment","Entire home/apt",1,104,2
"13982",31279006,"De Pijp - Rivierenbuurt",52.34371,4.904,"Entire apartment","Entire home/apt",1,89,8
"13983",31280939,"De Pijp - Rivierenbuurt",52.35332,4.89357,"Entire apartment","Entire home/apt",1,110,2
"13984",31281127,"De Baarsjes - Oud-West",52.36294,4.86246,"Entire apartment","Entire home/apt",1,125,8
"13985",31286349,"Gaasperdam - Driemond",52.29237,4.96928,"Entire apartment","Entire home/apt",1,84,6
"13986",31286966,"Oud-Oost",52.35535,4.91113,"Private room in apartment","Private room",1,100,6
"13987",31300225,"Centrum-West",52.378,4.89012,"Entire apartment","Entire home/apt",2,213,26
"13988",31304507,"De Pijp - Rivierenbuurt",52.35278,4.89882,"Entire apartment","Entire home/apt",1,116,6
"13991",31308329,"Centrum-West",52.37893,4.88732,"Entire apartment","Entire home/apt",2,189,2
"13992",31311085,"De Baarsjes - Oud-West",52.36674,4.86426,"Private room in apartment","Private room",1,132,12
"13993",31322005,"Centrum-West",52.3725,4.87519,"Entire apartment","Entire home/apt",1,155,8
"13994",31334989,"Centrum-Oost",52.3595,4.89489,"Entire apartment","Entire home/apt",1,200,0
"13996",31347735,"De Baarsjes - Oud-West",52.36425,4.86046,"Entire apartment","Entire home/apt",1,89,2
"13997",31347857,"Zuid",52.34674,4.86769,"Private room in apartment","Private room",2,264,2
"13998",31348432,"De Baarsjes - Oud-West",52.37288,4.86312,"Private room in apartment","Private room",1,125,32
"13999",31348995,"De Baarsjes - Oud-West",52.36749,4.8581,"Entire apartment","Entire home/apt",1,195,5
"14000",31351299,"Centrum-Oost",52.36341,4.88717,"Entire apartment","Entire home/apt",2,200,13
"14001",31351343,"Centrum-West",52.37414,4.87773,"Entire apartment","Entire home/apt",1,140,0
"14002",31352081,"Centrum-West",52.38328,4.88898,"Entire apartment","Entire home/apt",2,289,11
"14003",31356236,"Centrum-Oost",52.37162,4.90759,"Private room in apartment","Private room",1,63,104
"14004",31366862,"Centrum-West",52.36928,4.87926,"Entire apartment","Entire home/apt",1,150,2
"14006",31373147,"De Baarsjes - Oud-West",52.35733,4.85864,"Entire apartment","Entire home/apt",1,140,4
"14008",31376706,"Bos en Lommer",52.38078,4.84699,"Entire apartment","Entire home/apt",1,150,0
"14010",31379492,"De Pijp - Rivierenbuurt",52.35693,4.89952,"Entire apartment","Entire home/apt",1,177,10
"14011",31380117,"Osdorp",52.35811,4.78458,"Private room in apartment","Private room",1,50,3
"14012",31380902,"De Baarsjes - Oud-West",52.372,4.85872,"Entire apartment","Entire home/apt",2,200,4
"14013",31381289,"Oostelijk Havengebied - Indische Buurt",52.3655,4.93499,"Entire apartment","Entire home/apt",1,120,0
"14014",31393518,"De Pijp - Rivierenbuurt",52.35598,4.89809,"Entire apartment","Entire home/apt",1,201,14
"14015",31396939,"Watergraafsmeer",52.34306,4.92561,"Entire house","Entire home/apt",1,250,2
"14017",31408508,"De Baarsjes - Oud-West",52.36345,4.86023,"Entire apartment","Entire home/apt",2,150,5
"14018",31409903,"De Baarsjes - Oud-West",52.37034,4.86922,"Entire apartment","Entire home/apt",2,160,1
"14019",31423405,"Centrum-Oost",52.37308,4.90342,"Entire apartment","Entire home/apt",1,245,3
"14021",31429425,"Bos en Lommer",52.38079,4.84582,"Entire apartment","Entire home/apt",1,90,0
"14022",31431333,"De Baarsjes - Oud-West",52.36047,4.86478,"Entire apartment","Entire home/apt",2,200,4
"14023",31433034,"De Baarsjes - Oud-West",52.36579,4.87334,"Private room in apartment","Private room",1,70,2
"14025",31439512,"Westerpark",52.38619,4.87466,"Entire apartment","Entire home/apt",1,130,6
"14029",31456457,"De Pijp - Rivierenbuurt",52.34568,4.89361,"Entire apartment","Entire home/apt",1,65,6
"14030",31460930,"Slotervaart",52.36729,4.84106,"Entire apartment","Entire home/apt",1,98,12
"14032",31466799,"De Pijp - Rivierenbuurt",52.34769,4.90896,"Private room in apartment","Private room",1,70,1
"14033",31481840,"Oud-Oost",52.35822,4.93323,"Entire apartment","Entire home/apt",2,200,10
"14034",31485679,"Centrum-West",52.37809,4.88543,"Entire apartment","Entire home/apt",2,125,36
"14035",31486068,"Oud-Oost",52.35763,4.91124,"Entire apartment","Entire home/apt",1,168,1
"14037",31493031,"Zuid",52.34592,4.86749,"Private room in apartment","Private room",1,133,1
"14039",31502527,"Oud-Oost",52.35334,4.90903,"Private room in apartment","Private room",2,199,1
"14040",31505745,"De Baarsjes - Oud-West",52.36165,4.85993,"Private room in apartment","Private room",1,45,5
"14041",31506891,"De Pijp - Rivierenbuurt",52.34186,4.9085,"Entire apartment","Entire home/apt",1,135,15
"14042",31512972,"Bos en Lommer",52.37418,4.84772,"Entire house","Entire home/apt",2,80,3
"14043",31534495,"De Aker - Nieuw Sloten",52.34804,4.80275,"Entire house","Entire home/apt",2,200,12
"14044",31536003,"De Baarsjes - Oud-West",52.37241,4.86122,"Entire apartment","Entire home/apt",3,201,8
"14046",31551118,"Oud-Oost",52.35644,4.92313,"Entire apartment","Entire home/apt",1,91,5
"14047",31552683,"Westerpark",52.38664,4.87392,"Entire apartment","Entire home/apt",3,380,7
"14048",31555059,"Geuzenveld - Slotermeer",52.37615,4.8362,"Entire apartment","Entire home/apt",1,120,2
"14049",31563253,"De Pijp - Rivierenbuurt",52.34209,4.89585,"Entire apartment","Entire home/apt",2,220,9
"14050",31564910,"Oud-Oost",52.3602,4.9126,"Entire apartment","Entire home/apt",1,120,2
"14051",31564955,"Bos en Lommer",52.37982,4.85371,"Entire apartment","Entire home/apt",1,110,7
"14052",31565499,"De Pijp - Rivierenbuurt",52.35358,4.89341,"Entire apartment","Entire home/apt",1,125,4
"14053",31581670,"Westerpark",52.38463,4.8788,"Entire apartment","Entire home/apt",1,170,1
"14055",31584388,"De Baarsjes - Oud-West",52.36678,4.87292,"Entire apartment","Entire home/apt",1,161,7
"14056",31590837,"Oud-Oost",52.36002,4.92714,"Entire apartment","Entire home/apt",1,126,6
"14057",31593859,"Oostelijk Havengebied - Indische Buurt",52.38007,4.92844,"Private room in apartment","Private room",1,125,1
"14058",31605171,"Bos en Lommer",52.37572,4.85591,"Private room in apartment","Private room",1,120,1
"14059",31605566,"De Aker - Nieuw Sloten",52.34966,4.77552,"Private room in house","Private room",2,100,107
"14060",31606186,"Slotervaart",52.34899,4.84283,"Entire apartment","Entire home/apt",3,180,3
"14061",31607829,"De Baarsjes - Oud-West",52.37121,4.85273,"Entire apartment","Entire home/apt",1,110,20
"14062",31607933,"Centrum-West",52.37969,4.88117,"Entire apartment","Entire home/apt",3,231,7
"14063",31608976,"Bos en Lommer",52.38056,4.84452,"Entire apartment","Entire home/apt",1,85,17
"14064",31612423,"Noord-West",52.40119,4.91074,"Entire apartment","Entire home/apt",2,80,13
"14067",31619907,"IJburg - Zeeburgereiland",52.37359,4.96852,"Private room in house","Private room",1,105,35
"14070",31632004,"Oud-Noord",52.39405,4.91639,"Entire house","Entire home/apt",3,260,9
"14071",31659236,"Bos en Lommer",52.3791,4.8558,"Private room in apartment","Private room",1,60,1
"14072",31660162,"Bos en Lommer",52.38013,4.84645,"Entire apartment","Entire home/apt",1,160,10
"14073",31666030,"De Baarsjes - Oud-West",52.35954,4.86101,"Entire apartment","Entire home/apt",1,148,6
"14074",31679343,"IJburg - Zeeburgereiland",52.37438,4.96438,"Entire house","Entire home/apt",2,220,6
"14075",31690199,"De Pijp - Rivierenbuurt",52.35421,4.8994,"Entire apartment","Entire home/apt",2,225,7
"14076",31701569,"Watergraafsmeer",52.34098,4.91933,"Private room in apartment","Private room",2,60,51
"14077",31704986,"De Pijp - Rivierenbuurt",52.34977,4.88954,"Entire apartment","Entire home/apt",2,190,0
"14078",31707026,"De Pijp - Rivierenbuurt",52.35475,4.88939,"Entire apartment","Entire home/apt",1,248,2
"14079",31709131,"Centrum-West",52.37861,4.89099,"Private room in apartment","Private room",1,197,21
"14080",31709186,"De Pijp - Rivierenbuurt",52.35635,4.9018,"Entire apartment","Entire home/apt",2,60,13
"14081",31711303,"Zuid",52.35317,4.85511,"Entire apartment","Entire home/apt",1,120,8
"14082",31731136,"Centrum-West",52.37825,4.89239,"Entire apartment","Entire home/apt",1,67,110
"14083",31734215,"Buitenveldert - Zuidas",52.32229,4.85774,"Entire apartment","Entire home/apt",1,150,2
"14084",31736186,"Bos en Lommer",52.38027,4.84769,"Entire apartment","Entire home/apt",2,160,16
"14085",31742073,"De Pijp - Rivierenbuurt",52.34732,4.90214,"Entire apartment","Entire home/apt",3,260,0
"14087",31743332,"De Baarsjes - Oud-West",52.36107,4.8604,"Entire apartment","Entire home/apt",2,350,5
"14089",31772492,"De Baarsjes - Oud-West",52.37268,4.86421,"Entire apartment","Entire home/apt",2,250,0
"14090",31775140,"De Pijp - Rivierenbuurt",52.34227,4.91146,"Entire apartment","Entire home/apt",2,250,0
"14091",31794999,"Oostelijk Havengebied - Indische Buurt",52.36299,4.93244,"Entire apartment","Entire home/apt",2,60,3
"14092",31817580,"Oud-Oost",52.35868,4.93477,"Entire apartment","Entire home/apt",1,125,2
"14093",31820294,"Centrum-West",52.3815,4.88418,"Private room in apartment","Private room",2,142,13
"14094",31820630,"De Baarsjes - Oud-West",52.36495,4.86672,"Entire apartment","Entire home/apt",1,150,0
"14095",31828801,"Oud-Oost",52.35534,4.9203,"Private room in apartment","Private room",1,120,0
"14098",31842051,"De Pijp - Rivierenbuurt",52.34845,4.91082,"Entire apartment","Entire home/apt",3,299,4
"14099",31850064,"De Baarsjes - Oud-West",52.37208,4.86242,"Entire apartment","Entire home/apt",1,150,3
"14100",31854606,"De Pijp - Rivierenbuurt",52.34727,4.8956,"Entire apartment","Entire home/apt",3,250,10
"14101",31856901,"De Baarsjes - Oud-West",52.36348,4.86325,"Entire apartment","Entire home/apt",1,90,11
"14105",31871891,"Osdorp",52.35799,4.7841,"Private room in apartment","Private room",1,55,2
"14108",31890769,"Centrum-Oost",52.37126,4.9038,"Entire apartment","Entire home/apt",1,175,9
"14109",31895423,"Osdorp",52.35824,4.78315,"Private room in apartment","Private room",1,55,5
"14110",31895639,"Oud-Oost",52.35801,4.90701,"Entire apartment","Entire home/apt",2,300,1
"14112",31917406,"Oostelijk Havengebied - Indische Buurt",52.37147,4.95043,"Entire apartment","Entire home/apt",1,125,2
"14113",31919132,"Bijlmer-Centrum",52.31841,4.95415,"Private room in apartment","Private room",2,170,0
"14114",31925577,"Buitenveldert - Zuidas",52.33515,4.87281,"Private room in apartment","Private room",1,63,47
"14115",31940174,"Westerpark",52.37935,4.86917,"Entire apartment","Entire home/apt",1,150,4
"14117",31943477,"Centrum-West",52.36558,4.88101,"Entire apartment","Entire home/apt",2,90,30
"14127",31948590,"Oostelijk Havengebied - Indische Buurt",52.3641,4.93682,"Entire apartment","Entire home/apt",2,90,0
"14128",31953991,"De Baarsjes - Oud-West",52.36768,4.86615,"Entire apartment","Entire home/apt",1,200,4
"14129",31972879,"Westerpark",52.38983,4.87848,"Entire apartment","Entire home/apt",1,125,0
"14130",31979911,"De Aker - Nieuw Sloten",52.35148,4.818,"Private room in house","Private room",2,111,22
"14131",31997903,"Zuid",52.3572,4.87645,"Entire apartment","Entire home/apt",2,350,7
"14132",31998802,"Centrum-West",52.36859,4.88099,"Entire apartment","Entire home/apt",2,70,128
"14133",32002767,"Oud-Noord",52.38655,4.9144,"Entire house","Entire home/apt",2,130,18
"14136",32008398,"Centrum-Oost",52.3629,4.90084,"Entire apartment","Entire home/apt",1,150,10
"14138",32013572,"De Pijp - Rivierenbuurt",52.34688,4.90037,"Entire apartment","Entire home/apt",1,44,3
"14139",32015315,"Centrum-Oost",52.36204,4.88861,"Entire apartment","Entire home/apt",2,300,5
"14140",32021626,"De Baarsjes - Oud-West",52.36611,4.87601,"Entire apartment","Entire home/apt",1,137,15
"14141",32033222,"Slotervaart",52.35714,4.8276,"Private room in apartment","Private room",1,40,1
"14142",32040809,"Westerpark",52.37546,4.87008,"Entire apartment","Entire home/apt",2,220,1
"14143",32041749,"Centrum-West",52.37429,4.87692,"Entire apartment","Entire home/apt",1,89,1
"14144",32055714,"Bijlmer-Oost",52.31819,4.98168,"Private room in house","Private room",1,45,10
"14145",32061311,"Oostelijk Havengebied - Indische Buurt",52.36113,4.93288,"Private room in apartment","Private room",1,110,0
"14146",32063308,"Westerpark",52.39086,4.8786,"Entire apartment","Entire home/apt",1,120,18
"14148",32068256,"Centrum-West",52.37582,4.8837,"Private room in apartment","Private room",2,165,37
"14150",32078912,"Oud-Noord",52.3828,4.91628,"Entire apartment","Entire home/apt",2,125,4
"14151",32086315,"Geuzenveld - Slotermeer",52.3752,4.82697,"Private room in apartment","Private room",1,70,10
"14152",32087841,"Centrum-West",52.36554,4.88054,"Entire apartment","Entire home/apt",1,175,4
"14153",32090247,"De Baarsjes - Oud-West",52.36834,4.87462,"Entire apartment","Entire home/apt",1,160,7
"14154",32099173,"De Aker - Nieuw Sloten",52.34736,4.80641,"Private room in apartment","Private room",1,350,2
"14155",32101806,"Noord-Oost",52.40057,4.95157,"Entire apartment","Entire home/apt",3,299,10
"14156",32106661,"Westerpark",52.37182,4.86659,"Private room in apartment","Private room",1,50,3
"14157",32107257,"Bos en Lommer",52.37688,4.86155,"Entire apartment","Entire home/apt",2,100,8
"14158",32107744,"Westerpark",52.3801,4.86839,"Entire apartment","Entire home/apt",1,119,1
"14159",32108430,"Slotervaart",52.36274,4.83575,"Entire apartment","Entire home/apt",1,105,3
"14160",32109851,"Centrum-West",52.38034,4.88323,"Entire house","Entire home/apt",2,70,1
"14161",32118715,"De Pijp - Rivierenbuurt",52.35165,4.892,"Entire apartment","Entire home/apt",2,200,23
"14165",32155043,"De Pijp - Rivierenbuurt",52.35012,4.89175,"Entire apartment","Entire home/apt",1,180,14
"14166",32155806,"Centrum-West",52.38021,4.88738,"Private room in apartment","Private room",1,125,23
"14167",32157352,"De Pijp - Rivierenbuurt",52.34423,4.89257,"Entire apartment","Entire home/apt",1,150,1
"14168",32165290,"Oud-Noord",52.39017,4.92713,"Private room in house","Private room",1,68,1
"14169",32174641,"De Pijp - Rivierenbuurt",52.35457,4.88866,"Entire apartment","Entire home/apt",1,250,11
"14170",32175531,"Zuid",52.34411,4.86784,"Entire apartment","Entire home/apt",1,100,2
"14171",32176033,"Zuid",52.34673,4.87175,"Entire apartment","Entire home/apt",3,200,6
"14172",32179987,"Centrum-West",52.37224,4.87608,"Private room in apartment","Private room",1,56,112
"14173",32180451,"Centrum-West",52.37263,4.878,"Entire apartment","Entire home/apt",1,71,115
"14174",32184201,"Westerpark",52.38217,4.8737,"Entire apartment","Entire home/apt",1,80,26
"14175",32200213,"De Aker - Nieuw Sloten",52.3462,4.80728,"Private room in house","Private room",1,350,0
"14176",32202813,"Centrum-West",52.3792,4.89164,"Entire apartment","Entire home/apt",1,60,62
"14177",32203074,"De Pijp - Rivierenbuurt",52.35512,4.90036,"Entire apartment","Entire home/apt",1,180,2
"14178",32213170,"Zuid",52.34783,4.87223,"Private room in apartment","Private room",1,126,81
"14179",32213603,"Centrum-West",52.37515,4.8885,"Entire house","Entire home/apt",2,425,24
"14181",32228213,"De Baarsjes - Oud-West",52.3734,4.85794,"Entire apartment","Entire home/apt",1,100,6
"14182",32228677,"Centrum-West",52.37571,4.8936,"Private room in apartment","Private room",1,70,23
"14184",32232068,"De Baarsjes - Oud-West",52.36115,4.85657,"Entire apartment","Entire home/apt",1,105,1
"14185",32234104,"Centrum-Oost",52.36602,4.90882,"Entire apartment","Entire home/apt",1,125,2
"14186",32234160,"Centrum-Oost",52.36437,4.91058,"Entire apartment","Entire home/apt",1,85,13
"14187",32234250,"Centrum-Oost",52.36592,4.9092,"Entire apartment","Entire home/apt",1,121,1
"14188",32234281,"De Baarsjes - Oud-West",52.37079,4.85007,"Entire house","Entire home/apt",3,180,5
"14189",32234486,"Centrum-Oost",52.36574,4.91097,"Entire apartment","Entire home/apt",1,138,2
"14190",32234536,"Centrum-Oost",52.36414,4.90924,"Entire apartment","Entire home/apt",1,160,0
"14191",32234583,"Centrum-Oost",52.36612,4.90943,"Entire apartment","Entire home/apt",1,139,1
"14192",32234666,"Centrum-Oost",52.36618,4.90888,"Entire apartment","Entire home/apt",1,123,3
"14193",32234710,"Centrum-Oost",52.36621,4.909,"Entire apartment","Entire home/apt",1,220,0
"14194",32234956,"Centrum-Oost",52.36406,4.9096,"Entire apartment","Entire home/apt",1,151,5
"14195",32235074,"Centrum-Oost",52.36564,4.91027,"Entire apartment","Entire home/apt",1,200,0
"14196",32235121,"Centrum-Oost",52.36574,4.91041,"Entire apartment","Entire home/apt",1,162,0
"14197",32235168,"Centrum-Oost",52.36601,4.90883,"Entire apartment","Entire home/apt",1,249,0
"14198",32235313,"Centrum-Oost",52.36471,4.91069,"Entire apartment","Entire home/apt",1,194,1
"14200",32235546,"Centrum-Oost",52.36596,4.91038,"Entire apartment","Entire home/apt",1,169,1
"14201",32241646,"De Baarsjes - Oud-West",52.36801,4.87423,"Entire apartment","Entire home/apt",1,100,3
"14202",32250908,"Westerpark",52.37766,4.87491,"Private room in apartment","Private room",1,80,75
"14203",32251995,"Oostelijk Havengebied - Indische Buurt",52.37594,4.92495,"Entire apartment","Entire home/apt",1,155,1
"14204",32252034,"Centrum-Oost",52.36338,4.88742,"Entire apartment","Entire home/apt",1,225,5
"14205",32253177,"Westerpark",52.37597,4.87489,"Private room in apartment","Private room",1,80,73
"14207",32275591,"Westerpark",52.39448,4.8784,"Private room in apartment","Private room",1,55,15
"14208",32279522,"De Pijp - Rivierenbuurt",52.33959,4.90365,"Entire apartment","Entire home/apt",1,65,12
"14209",32280529,"Osdorp",52.35836,4.78198,"Private room in apartment","Private room",1,55,2
"14210",32280609,"Noord-Oost",52.39733,4.93209,"Entire house","Entire home/apt",2,165,8
"14211",32284450,"De Pijp - Rivierenbuurt",52.35247,4.89914,"Entire apartment","Entire home/apt",1,90,6
"14212",32284498,"De Baarsjes - Oud-West",52.36524,4.85063,"Entire apartment","Entire home/apt",2,150,3
"14213",32288544,"Bijlmer-Oost",52.31994,4.96193,"Private room in apartment","Private room",1,60,1
"14214",32300799,"Oud-Oost",52.35728,4.90921,"Entire apartment","Entire home/apt",1,240,11
"14215",32304359,"IJburg - Zeeburgereiland",52.36231,4.97719,"Entire house","Entire home/apt",4,266,6
"14216",32308761,"Bos en Lommer",52.38059,4.85831,"Entire apartment","Entire home/apt",1,125,3
"14218",32325478,"Zuid",52.35093,4.85009,"Private room in apartment","Private room",1,60,10
"14219",32325935,"Zuid",52.35289,4.84883,"Entire apartment","Entire home/apt",2,170,18
"14220",32331255,"IJburg - Zeeburgereiland",52.3612,4.98561,"Entire house","Entire home/apt",4,200,2
"14221",32338616,"Noord-West",52.40697,4.91048,"Private room in apartment","Private room",1,77,3
"14223",32349776,"De Pijp - Rivierenbuurt",52.34502,4.89739,"Entire apartment","Entire home/apt",2,200,9
"14224",32352898,"IJburg - Zeeburgereiland",52.358,4.99207,"Private room in house","Private room",2,100,2
"14225",32354091,"De Baarsjes - Oud-West",52.37113,4.85581,"Entire apartment","Entire home/apt",1,160,3
"14226",32355945,"Oud-Oost",52.35889,4.93328,"Entire apartment","Entire home/apt",1,164,2
"14227",32371223,"Centrum-Oost",52.36405,4.90866,"Entire apartment","Entire home/apt",1,80,2
"14228",32375644,"Oostelijk Havengebied - Indische Buurt",52.36086,4.93773,"Entire apartment","Entire home/apt",1,130,6
"14232",32394014,"Westerpark",52.37552,4.87253,"Entire apartment","Entire home/apt",1,210,6
"14233",32394591,"De Baarsjes - Oud-West",52.36054,4.86181,"Entire apartment","Entire home/apt",2,250,6
"14235",32401580,"De Aker - Nieuw Sloten",52.34239,4.80023,"Entire apartment","Entire home/apt",1,73,85
"14236",32404225,"Slotervaart",52.35051,4.83986,"Entire apartment","Entire home/apt",3,199,4
"14237",32413659,"Centrum-Oost",52.37486,4.90577,"Entire apartment","Entire home/apt",2,149,36
"14238",32415362,"Centrum-West",52.37141,4.87661,"Entire apartment","Entire home/apt",2,250,10
"14239",32415537,"De Baarsjes - Oud-West",52.37117,4.85792,"Entire apartment","Entire home/apt",1,175,10
"14240",32417011,"Bijlmer-Centrum",52.31605,4.95396,"Entire apartment","Entire home/apt",1,130,4
"14242",32422399,"Bos en Lommer",52.37954,4.8584,"Entire apartment","Entire home/apt",1,140,3
"14243",32441800,"Oud-Oost",52.35609,4.91915,"Entire apartment","Entire home/apt",2,210,4
"14244",32444108,"IJburg - Zeeburgereiland",52.35888,4.99748,"Entire house","Entire home/apt",3,275,1
"14245",32444259,"Westerpark",52.38269,4.87846,"Entire apartment","Entire home/apt",2,220,8
"14247",32458464,"Centrum-Oost",52.3617,4.90732,"Entire apartment","Entire home/apt",1,160,5
"14248",32459939,"Centrum-West",52.37898,4.88193,"Entire apartment","Entire home/apt",2,285,7
"14251",32468878,"Zuid",52.34545,4.85935,"Entire apartment","Entire home/apt",1,150,12
"14253",32483044,"Oud-Noord",52.40141,4.90647,"Entire apartment","Entire home/apt",2,200,13
"14254",32483053,"Gaasperdam - Driemond",52.29928,4.99478,"Entire house","Entire home/apt",2,150,2
"14258",32488859,"De Baarsjes - Oud-West",52.36538,4.87521,"Entire apartment","Entire home/apt",2,215,10
"14259",32515596,"Zuid",52.35571,4.88666,"Entire apartment","Entire home/apt",1,195,5
"14260",32515961,"De Baarsjes - Oud-West",52.36622,4.87282,"Entire apartment","Entire home/apt",2,160,8
"14261",32516253,"Bos en Lommer",52.38554,4.85155,"Entire apartment","Entire home/apt",1,181,2
"14262",32520887,"Centrum-Oost",52.36901,4.90109,"Entire house","Entire home/apt",1,130,5
"14264",32541862,"De Baarsjes - Oud-West",52.37102,4.8593,"Private room in apartment","Private room",1,38,17
"14265",32542065,"De Baarsjes - Oud-West",52.37056,4.87097,"Entire apartment","Entire home/apt",1,175,4
